sample,task,student,transcript,recording_path,filtered,subtask_name,task_name,len_seconds,garbage_count,non_final_garbage_count,stutter_count,asterisk_count,filler_count,filtered_transcript,content_transcript,filtered_transcript_no_garbage,num_content_tokens,num_content_types,TTR,cefr,task_completion,keep,cefr_bin,subtask_test_train,task_test_train,task_wer_no_garb,task_cer_no_garb,task_prediction,subtask_wer_no_garb,subtask_cer_no_garb,subtask_prediction,infitms,infitmz,wer_task_subs,wer_task_dels,wer_task_ins,cer_task_subs,cer_task_dels,cer_task_ins,wer_subtask_subs,wer_subtask_dels,wer_subtask_ins,cer_subtask_subs,cer_subtask_dels,cer_subtask_ins
1074,12,71,<garbage> vad tycker du om sveriges<name> kungliga människorna till exempel prinsess och,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/8/8_3/kauni_y8c/recording.wav,False,8_3,8,15.6038125,1,0,0,0,0,<garbage> vad tycker du om sveriges kungliga människorna till exempel prinsess och,vad tycker du om sveriges kungliga människorna till exempel prinsess och,vad tycker du om sveriges kungliga människorna till exempel prinsess och,11,11,1.0,3.19,1.98,1,3,test,eval,9999.0,9999.0,9999,0.36363636363636365,0.06944444444444445,vad tycker du m sveriges kungligamänniskorna till exempel prinsess och jo,0.05,-0.34,9999,9999,9999,9999,9999,9999,1,10,0,4,68,0
1075,12,73,<garbage> vad tycker du om,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/8/8_3/olari_3k4/recording.wav,True,8_3,8,7.801875,1,0,0,0,0,<garbage> vad tycker du om,vad tycker du om,vad tycker du om,4,4,1.0,9999.0,0.0,0,0,-,-,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1076,12,126,vad är din <garbage> om svenska kunglig *kungligen* *kungligar*,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/8/8_3/olari_3qp/recording.wav,False,8_3,8,13.3746875,1,1,0,2,0,vad är din <garbage> om svenska kunglig kungligen kungligar,vad är din om svenska kunglig *kungligen* *kungligar*,vad är din om svenska kunglig kungligen kungligar,8,8,1.0,1.85,1.32,1,1,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,2.28,1.72,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1077,12,76,vad tänker du om svenska kung kungliga familjen,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/8/8_3/olari_6jf/recording.wav,False,8_3,8,9.288,0,0,0,0,0,vad tänker du om svenska kung kungliga familjen,vad tänker du om svenska kung kungliga familjen,vad tänker du om svenska kung kungliga familjen,8,8,1.0,4.14,2.97,1,4,train,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.04,-0.06,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1078,12,77,öö vad tycker du em drottning silv-,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/8/8_3/olari_89g/recording.wav,False,8_3,8,5.20125,0,0,1,0,1,öö vad tycker du em drottning silv,vad tycker du em drottning,öö vad tycker du em drottning silv,5,5,1.0,2.86,1.98,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.42,-0.92,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1079,12,78,jag tycker att öö jag tycker att svenska svenska kungen är jätte bra kille,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/8/8_3/olari_8e7/recording.wav,False,8_3,8,11.517125,0,0,0,0,1,jag tycker att öö jag tycker att svenska svenska kungen är jätte bra kille,jag tycker att jag tycker att svenska svenska kungen är jätte bra kille,jag tycker att öö jag tycker att svenska svenska kungen är jätte bra kille,13,9,0.6923076923076923,2.86,2.27,1,3,train,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.42,-0.92,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1080,12,79,vad tycker du om sveriges<name>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/8/8_3/olari_9wc/recording.wav,False,8_3,8,8.1734375,0,0,0,0,0,vad tycker du om sveriges,vad tycker du om sveriges,vad tycker du om sveriges,5,5,1.0,2.86,1.32,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.42,-0.92,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1081,12,81,vad tycker du om svenska <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/8/8_3/olari_bn3/recording.wav,False,8_3,8,7.801875,1,0,0,0,0,vad tycker du om svenska <garbage>,vad tycker du om svenska,vad tycker du om svenska,5,5,1.0,2.16,1.98,1,2,train,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.04,-0.19,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1082,12,128,<garbage> jag tycker att det var snygg,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/8/8_3/olari_bnb/recording.wav,True,8_3,8,7.058875,1,0,0,0,0,<garbage> jag tycker att det var snygg,jag tycker att det var snygg,jag tycker att det var snygg,6,6,1.0,9999.0,0.0,0,0,-,-,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1083,12,129,öö svenska *kuningar* är trevligt och roligt jag tycker om dem,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/8/8_3/olari_d49/recording.wav,False,8_3,8,12.260125,0,0,0,1,1,öö svenska kuningar är trevligt och roligt jag tycker om dem,svenska *kuningar* är trevligt och roligt jag tycker om dem,öö svenska kuningar är trevligt och roligt jag tycker om dem,10,10,1.0,9999.0,0.0,0,0,-,-,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1084,12,83,jag hata dem,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/8/8_3/olari_da3/recording.wav,False,8_3,8,4.0866875,0,0,0,0,0,jag hata dem,jag hata dem,jag hata dem,3,3,1.0,9999.0,0.0,0,0,-,-,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1085,12,84,öö kungliga i -s i sverigen<name> är jätte kul,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/8/8_3/olari_dwt/recording.wav,False,8_3,8,6.687375,0,0,1,0,1,öö kungliga i s i sverigen är jätte kul,kungliga i i sverigen är jätte kul,öö kungliga i s i sverigen är jätte kul,7,6,0.8571428571428571,9999.0,0.0,0,0,-,-,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1086,12,169,vad tycker du om svensk kungs familj,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/8/8_3/olari_g82/recording.wav,False,8_3,8,7.430375,0,0,0,0,0,vad tycker du om svensk kungs familj,vad tycker du om svensk kungs familj,vad tycker du om svensk kungs familj,7,7,1.0,3.85,2.97,1,4,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.42,-0.93,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1087,12,130,tycker du om svenska <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/8/8_3/olari_m2p/recording.wav,False,8_3,8,7.801875,1,0,0,0,0,tycker du om svenska <garbage>,tycker du om svenska,tycker du om svenska,4,4,1.0,2.16,1.32,1,2,eval,test,0.0,0.0,tycker du om svenska,9999.0,9999.0,9999,0.04,-0.19,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999
1088,12,86,vad tycker du om att om den kung av sverige<name> <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/8/8_3/olari_md3/recording.wav,False,8_3,8,11.1455625,1,0,0,0,0,vad tycker du om att om den kung av sverige <garbage>,vad tycker du om att om den kung av sverige,vad tycker du om att om den kung av sverige,10,9,0.9,2.86,1.98,1,3,eval,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.42,-0.92,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1089,12,131,vad tycker du om svenska kunglig <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/8/8_3/olari_nfn/recording.wav,False,8_3,8,11.888625,1,0,0,0,0,vad tycker du om svenska kunglig <garbage>,vad tycker du om svenska kunglig,vad tycker du om svenska kunglig,6,6,1.0,1.85,1.32,1,1,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.43,-0.96,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1090,12,106,vad tänker ää tänker du om öö sveriges<name> kung- öö kungliga familj,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/8/8_3/olari_p5h/recording.wav,False,8_3,8,14.11775,0,0,1,0,3,vad tänker ää tänker du om öö sveriges kung öö kungliga familj,vad tänker tänker du om sveriges kungliga familj,vad tänker ää tänker du om öö sveriges kung öö kungliga familj,8,7,0.875,4.14,2.97,1,4,train,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.04,-0.06,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1091,12,166,kötbullar <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/8/8_3/olari_xke/recording.wav,False,8_3,8,27.4924375,1,0,0,0,0,kötbullar <garbage>,kötbullar,kötbullar,1,1,1.0,9999.0,0.0,0,0,-,-,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1092,12,133,vad tycker du om svenska <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/8/8_3/olari_zkh/recording.wav,False,8_3,8,5.5728125,1,0,0,0,0,vad tycker du om svenska <garbage>,vad tycker du om svenska,vad tycker du om svenska,5,5,1.0,1.85,1.32,1,1,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.43,-0.96,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1093,12,93,vad <garbage> vad är din åsikt öö om svenska kungs människor,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/8/8_3/olari_zyj/recording.wav,False,8_3,8,13.0031875,1,1,0,0,1,vad <garbage> vad är din åsikt öö om svenska kungs människor,vad vad är din åsikt om svenska kungs människor,vad vad är din åsikt öö om svenska kungs människor,9,8,0.8888888888888888,2.31,1.98,1,2,test,test,0.1,0.06,vad du vad är din åsikt öö om svenska kungs människor,0.1,0.02,vad vad är din åsikt öö om svenska kungs människo,0.0,0.43,0,0,1,0,0,3,0,0,1,0,0,3
1094,12,94,<garbage> öö vad tycker du om de kungligas <garbage> fami- kungliga familjen i <garbage> i stockholm det svensk kungliga familje vad tycker du det,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/8/8_3/riihi_cdv/recording.wav,False,8_3,8,14.86075,3,2,1,0,1,<garbage> öö vad tycker du om de kungligas <garbage> fami kungliga familjen i <garbage> i stockholm det svensk kungliga familje vad tycker du det,vad tycker du om de kungligas kungliga familjen i i stockholm det svensk kungliga familje vad tycker du det,öö vad tycker du om de kungligas fami kungliga familjen i i stockholm det svensk kungliga familje vad tycker du det,19,13,0.6842105263157895,3.85,1.98,1,4,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.42,-0.93,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1095,12,96,öö vad är din *ansigt* av kungligen i sverige<name>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/8/8_3/riihi_fe5/recording.wav,False,8_3,8,9.6595,0,0,0,1,1,öö vad är din ansigt av kungligen i sverige,vad är din *ansigt* av kungligen i sverige,öö vad är din ansigt av kungligen i sverige,8,8,1.0,2.16,1.32,1,2,train,test,0.3333333333333333,0.09302325581395349,öö vad är dinanskt av kunglingen i sverige,9999.0,9999.0,9999,0.04,-0.19,2,1,0,1,2,1,9999,9999,9999,9999,9999,9999
1096,12,135,vad tycker du om sveriges<name> öm <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/8/8_3/riihi_tfz/recording.wav,False,8_3,8,11.888625,1,0,0,0,1,vad tycker du om sveriges öm <garbage>,vad tycker du om sveriges,vad tycker du om sveriges öm,5,5,1.0,2.16,1.32,1,2,eval,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.04,-0.19,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1097,12,98,mm jag tänker att svenska kungen är kul,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/8/8_3/riihi_vhq/recording.wav,False,8_3,8,8.5449375,0,0,0,0,1,mm jag tänker att svenska kungen är kul,jag tänker att svenska kungen är kul,mm jag tänker att svenska kungen är kul,7,7,1.0,3.19,2.27,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,8.1,2.22,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1098,13,1,jag mår bra hur är du,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_3hv/recording.wav,False,6_1,6,9.6595,0,0,0,0,0,jag mår bra hur är du,jag mår bra hur är du,jag mår bra hur är du,6,6,1.0,3.04,2.37,1,3,train,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.01,-0.29,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1099,13,2,hej jag är jätte bra <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_5pp/recording.wav,False,6_1,6,8.5449375,1,0,0,0,0,hej jag är jätte bra <garbage>,hej jag är jätte bra,hej jag är jätte bra,5,5,1.0,2.61,1.96,1,2,test,eval,9999.0,9999.0,9999,0.0,0.0,hej jag är jätte bra,0.64,-0.94,9999,9999,9999,9999,9999,9999,1,4,0,4,16,0
1100,13,107,<garbage> bra jag har kommit till skolan,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_5yg/recording.wav,False,6_1,6,8.9164375,1,0,0,0,0,<garbage> bra jag har kommit till skolan,bra jag har kommit till skolan,bra jag har kommit till skolan,6,6,1.0,3.04,2.37,1,3,test,train,9999.0,9999.0,9999,0.5,0.36666666666666664,jag är bra jag har ööh kommit till skolan,0.01,-0.29,9999,9999,9999,9999,9999,9999,1,5,0,4,26,0
1101,13,108,jag är fin tack så mycket,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_6a6/recording.wav,False,6_1,6,7.058875,0,0,0,0,0,jag är fin tack så mycket,jag är fin tack så mycket,jag är fin tack så mycket,6,6,1.0,2.03,1.06,1,2,test,eval,9999.0,9999.0,9999,0.0,0.0,jag är fin tack så mycket,0.01,-0.11,9999,9999,9999,9999,9999,9999,1,5,0,4,21,0
1102,13,109,jag mår bra,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_6ew/recording.wav,False,6_1,6,4.0866875,0,0,0,0,0,jag mår bra,jag mår bra,jag mår bra,3,3,1.0,3.04,2.37,1,3,train,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.01,-0.29,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1103,13,143,öö jätte bra,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_6s6/recording.wav,False,6_1,6,3.7151875,0,0,0,0,1,öö jätte bra,jätte bra,öö jätte bra,2,2,1.0,1.61,1.37,1,1,train,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.65,-1.08,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1104,13,4,hej trevligt att träffas jag är bra tack,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_6sn/recording.wav,False,6_1,6,9.6595,0,0,0,0,0,hej trevligt att träffas jag är bra tack,hej trevligt att träffas jag är bra tack,hej trevligt att träffas jag är bra tack,8,8,1.0,4.02,2.85,1,4,test,test,0.0,0.0,hej trevligt att träffas jag är bra tack,0.125,0.025,hej trevlig att träffas jag är bra tack,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0
1105,13,151,är bra jag mår bra mm ja och du <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_6xn/recording.wav,False,6_1,6,10.031,1,0,0,0,1,är bra jag mår bra mm ja och du <garbage>,är bra jag mår bra ja och du,är bra jag mår bra mm ja och du,8,7,0.875,4.02,2.85,1,4,train,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.01,0.03,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1106,13,5,öö jag är bra öö jätte bra,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_6y4/recording.wav,False,6_1,6,8.1734375,0,0,0,0,2,öö jag är bra öö jätte bra,jag är bra jätte bra,öö jag är bra öö jätte bra,5,4,0.8,2.03,1.37,1,2,test,train,9999.0,9999.0,9999,0.0,0.0,öö jag är bra öö jätte bra,0.01,-0.11,9999,9999,9999,9999,9999,9999,1,6,0,4,22,0
1107,13,110,jag är <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_a43/recording.wav,False,6_1,6,9.6595,1,0,0,0,0,jag är <garbage>,jag är,jag är,2,2,1.0,9999.0,0.0,0,0,-,-,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1108,13,111,jag är bra,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_c5k/recording.wav,False,6_1,6,5.9443125,0,0,0,0,0,jag är bra,jag är bra,jag är bra,3,3,1.0,2.03,1.06,1,2,train,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.01,-0.11,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1109,13,144,bra hur är du,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_cpn/recording.wav,False,6_1,6,9.6595,0,0,0,0,0,bra hur är du,bra hur är du,bra hur är du,4,4,1.0,2.61,2.37,1,2,train,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.64,-0.94,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1110,13,7,jag hörde ingenting,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_ddy/recording.wav,False,6_1,6,5.5728125,0,0,0,0,0,jag hörde ingenting,jag hörde ingenting,jag hörde ingenting,3,3,1.0,9999.0,0.0,0,0,-,-,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1111,13,152,hej jag är bra hur är du,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_dp9/recording.wav,False,6_1,6,5.9443125,0,0,0,0,0,hej jag är bra hur är du,hej jag är bra hur är du,hej jag är bra hur är du,7,6,0.8571428571428571,3.61,2.37,1,3,eval,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.64,-0.96,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1112,13,8,mitt dag var jätte kul,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_dsj/recording.wav,False,6_1,6,8.1734375,0,0,0,0,0,mitt dag var jätte kul,mitt dag var jätte kul,mitt dag var jätte kul,5,5,1.0,2.61,1.06,1,2,train,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.64,-0.94,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1113,13,9,jag är bra i dag hur är du,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_e8y/recording.wav,False,6_1,6,4.82975,0,0,0,0,0,jag är bra i dag hur är du,jag är bra i dag hur är du,jag är bra i dag hur är du,8,7,0.875,3.61,2.37,1,3,train,test,0.375,0.15384615384615385,jag bra idag hur är du,9999.0,9999.0,9999,0.64,-0.96,1,2,0,0,4,0,9999,9999,9999,9999,9999,9999
1114,13,11,jättebra vad <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_fpz/recording.wav,False,6_1,6,8.5449375,1,0,0,0,0,jättebra vad <garbage>,jättebra vad,jättebra vad,2,2,1.0,2.03,1.37,1,2,train,train,9999.0,9999.0,9999,9999.0,9999.0,9999,9.0,2.45,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1115,13,12,<garbage> är jätte bra,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_fs9/recording.wav,False,6_1,6,4.82975,1,0,0,0,0,<garbage> är jätte bra,är jätte bra,är jätte bra,3,3,1.0,2.03,1.37,1,2,test,eval,9999.0,9999.0,9999,0.0,0.0,är jätte bra,9.0,2.45,9999,9999,9999,9999,9999,9999,1,2,0,4,8,0
1116,13,14,min dag var bra öö öm bra bra,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_gqx/recording.wav,False,6_1,6,8.1734375,0,0,0,0,2,min dag var bra öö öm bra bra,min dag var bra bra bra,min dag var bra öö öm bra bra,6,4,0.6666666666666666,3.04,1.96,1,3,test,train,9999.0,9999.0,9999,0.375,0.2413793103448276,mm min dag var bra och öö bra bra,0.01,-0.29,9999,9999,9999,9999,9999,9999,1,7,0,4,25,0
1117,13,112,jag är bra och hur och du då öö öm,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_gv8/recording.wav,False,6_1,6,6.687375,0,0,0,0,2,jag är bra och hur och du då öö öm,jag är bra och hur och du då,jag är bra och hur och du då öö öm,8,7,0.875,2.61,1.96,1,2,test,eval,9999.0,9999.0,9999,0.3,0.20588235294117646,är jag är bra och hur och du då aa aöa,8.0,7.85,9999,9999,9999,9999,9999,9999,1,9,0,4,30,0
1118,13,16,öö tack så mycket bra,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_hkf/recording.wav,False,6_1,6,4.0866875,0,0,0,0,1,öö tack så mycket bra,tack så mycket bra,öö tack så mycket bra,4,4,1.0,2.61,1.96,1,2,test,train,9999.0,9999.0,9999,0.0,0.0,öö tack så mycket bra,0.64,-0.94,9999,9999,9999,9999,9999,9999,1,4,0,4,17,0
1119,13,18,<garbage> god trevlig <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_jb8/recording.wav,False,6_1,6,7.801875,2,0,0,0,0,<garbage> god trevlig <garbage>,god trevlig,god trevlig,2,2,1.0,1.2,1.06,1,1,test,test,0.5,0.09090909090909091,god trevliga,1.5,0.6363636363636364,är är god trevliga,1.0,0.0,1,0,0,0,0,1,1,0,0,0,0,1
1120,13,141,ää jag mår bra,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_jj5/recording.wav,False,6_1,6,5.9443125,0,0,0,0,1,ää jag mår bra,jag mår bra,ää jag mår bra,3,3,1.0,3.04,2.85,1,3,test,test,0.25,0.14285714285714285,öö jag mår bra,0.0,0.0,ää jag mår bra,0.01,-0.29,1,0,0,2,0,0,1,0,0,2,0,0
1121,13,23,jag är bra tack och du då,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_kqe/recording.wav,False,6_1,6,4.0866875,0,0,0,0,0,jag är bra tack och du då,jag är bra tack och du då,jag är bra tack och du då,7,7,1.0,4.05,2.85,1,4,train,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,0.63,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1122,13,24,hej öö mycket bra,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_ksy/recording.wav,False,6_1,6,5.5728125,0,0,0,0,1,hej öö mycket bra,hej mycket bra,hej öö mycket bra,3,3,1.0,2.61,1.96,1,2,train,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.64,-0.94,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1123,13,168,bra,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_m7a/recording.wav,False,6_1,6,1.857625,0,0,0,0,0,bra,bra,bra,1,1,1.0,1.61,1.37,1,1,eval,train,9999.0,9999.0,9999,9999.0,9999.0,9999,1.52,1.44,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1124,13,25,öö min dag var bra <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_m7h/recording.wav,False,6_1,6,9.6595,1,0,0,0,1,öö min dag var bra <garbage>,min dag var bra,öö min dag var bra,4,4,1.0,2.0,1.06,1,2,test,train,9999.0,9999.0,9999,0.0,0.0,öö min dag var bra,0.0,0.42,9999,9999,9999,9999,9999,9999,1,4,0,4,14,0
